Data Point,Anomaly Label
-1.1,0.0
-0.66,0.0
-0.19,0.0
-0.1,0.0
-0.07,0.0
-0.05,0.0
-0.03,0.0
-0.02,0.0
0.02,0.0
0.03,0.0
0.05,0.0
0.06,0.0
0.08,0.0
0.09,0.0
0.1,0.0
0.13,0.0
0.16,0.0
0.18,0.0
0.19,0.0
0.22,0.0
0.26,0.0
0.28,0.0
0.29,0.0
0.33,0.0
0.33,0.0
0.32,0.0
0.32,0.0
0.3,0.0
0.28,0.0
0.24,0.0
0.17,0.0
0.14,0.0
0.09,0.0
0.05,0.0
0.02,0.0
0.02,0.0
0.03,0.0
0.0,0.0
0.01,0.0
-0.01,0.0
0.0,0.0
0.01,0.0
0.0,0.0
0.01,0.0
0.01,0.0
0.01,0.0
0.0,0.0
0.01,0.0
0.01,0.0
0.01,0.0
0.02,0.0
0.01,0.0
0.01,0.0
0.0,0.0
0.01,0.0
0.0,0.0
-0.01,0.0
-0.02,0.0
-0.03,0.0
-0.03,0.0
-0.05,0.0
-0.04,0.0
-0.05,0.0
-0.08,0.0
-0.07,0.0
-0.06,0.0
-0.07,0.0
-0.1,0.0
-0.08,0.0
-0.07,0.0
-0.06,0.0
-0.04,0.0
-0.01,0.0
-0.03,0.0
0.05,0.0
0.07,0.0
0.1,0.0
0.0,0.0
-0.04,0.0
-0.11,0.0
-0.15,0.0
-0.15,0.0
-0.15,0.0
-0.13,0.0
-0.15,0.0
-0.15,0.0
-0.14,0.0
-0.16,0.0
-0.04,0.0
0.29,0.0
0.65,0.0
-0.85,0.0
-2.05,0.0
-1.94,0.0
-1.46,0.0
-0.64,0.0
-0.23,0.0
-0.06,0.0
-0.06,0.0
-0.01,0.0
0.01,0.0
0.03,0.0
0.06,0.0
0.07,0.0
0.06,0.0
0.1,0.0
0.12,0.0
0.13,0.0
0.16,0.0
0.18,0.0
0.2,0.0
0.23,0.0
0.24,0.0
0.29,0.0
0.3,0.0
0.33,0.0
0.36,0.0
0.37,0.0
0.36,0.0
0.36,0.0
0.33,0.0
0.32,0.0
0.29,0.0
0.23,0.0
0.2,0.0
0.16,0.0
0.1,0.0
0.08,0.0
0.07,0.0
0.05,0.0
0.03,0.0
0.06,0.0
0.06,0.0
0.04,0.0
0.05,0.0
0.04,0.0
0.04,0.0
0.04,0.0
0.03,0.0
0.01,0.0
-0.04,0.0
-0.13,0.0
-0.1,0.0
-0.24,0.0
-0.23,0.0
0.45,0.0
1.67,0.0
2.84,1.0
4.4,1.0
4.49,1.0
3.63,1.0
2.81,1.0
2.98,1.0
3.86,1.0
3.62,1.0
2.23,1.0
0.71,1.0
0.35,1.0
0.0,1.0
-0.27,1.0
-0.36,1.0
-0.45,1.0
-0.52,1.0
-0.51,1.0
-0.58,1.0
-0.6,1.0
-0.65,1.0
-0.67,1.0
-0.69,1.0
-0.86,1.0
-0.96,1.0
-1.1,1.0
-1.24,1.0
-1.39,1.0
-1.49,1.0
-1.56,1.0
-1.64,1.0
-1.65,1.0
-1.64,1.0
-1.55,1.0
-1.39,1.0
-1.24,1.0
-1.04,1.0
-0.83,1.0
-0.61,1.0
-0.41,1.0
-0.29,1.0
-0.18,1.0
-0.05,1.0
-0.04,1.0
-0.09,1.0
-0.04,1.0
0.0,1.0
-0.04,1.0
-0.01,1.0
-0.16,1.0
0.09,1.0
-0.05,1.0
-0.09,1.0
0.02,1.0
-0.02,1.0
-0.07,1.0
-0.03,1.0
-0.03,1.0
0.01,1.0
0.03,1.0
-0.05,1.0
-0.03,1.0
-0.08,1.0
-0.04,1.0
0.08,1.0
-0.04,1.0
0.01,1.0
-0.08,1.0
0.0,1.0
-0.03,1.0
-0.06,1.0
0.09,1.0
-0.01,1.0
-0.03,1.0
0.18,1.0
0.21,1.0
-0.05,0.0
-0.11,0.0
-0.03,0.0
0.01,0.0
0.16,0.0
-0.11,0.0
0.15,0.0
-0.04,0.0
0.01,0.0
-0.06,0.0
-0.03,0.0
0.03,0.0
0.04,0.0
-0.05,0.0
-0.08,0.0
0.1,0.0
-0.05,0.0
0.02,0.0
0.04,0.0
0.16,0.0
0.04,0.0
-0.12,0.0
0.1,0.0
-0.11,0.0
0.01,0.0
0.05,0.0
-0.05,0.0
0.01,0.0
-0.06,0.0
0.14,0.0
-0.05,0.0
-0.03,0.0
0.02,0.0
-0.09,0.0
0.07,0.0
0.12,0.0
-0.05,0.0
0.13,0.0
0.12,0.0
0.28,0.0
0.1,0.0
0.11,0.0
0.21,0.0
-0.08,0.0
-0.02,0.0
-0.15,0.0
-0.09,0.0
0.23,0.0
0.03,0.0
-0.18,0.0
-0.13,0.0
0.01,0.0
0.1,0.0
0.71,0.0
0.03,0.0
-1.35,0.0
-1.19,0.0
-0.98,0.0
-0.62,0.0
-0.2,0.0
0.13,0.0
0.06,0.0
-0.03,0.0
0.21,0.0
-0.01,0.0
0.19,0.0
0.05,0.0
0.21,0.0
0.17,0.0
0.1,0.0
0.19,0.0
0.17,0.0
0.26,0.0
0.25,0.0
0.1,0.0
0.43,0.0
0.3,0.0
0.23,0.0
0.32,0.0
0.32,0.0
0.13,0.0
0.25,0.0
0.39,0.0
0.7,0.0
0.25,0.0
0.06,0.0
0.43,0.0
0.24,0.0
0.29,0.0
0.31,0.0
0.21,0.0
-0.03,0.0
0.53,0.0
0.06,0.0
0.06,0.0
0.06,0.0
0.18,0.0
0.05,0.0
0.31,0.0
0.27,0.0
0.28,0.0
-0.04,0.0
-0.16,0.0
0.57,0.0
0.2,0.0
-0.01,0.0
0.31,0.0
0.12,0.0
0.26,0.0
0.01,0.0
0.53,0.0
0.08,0.0
0.13,0.0
0.31,0.0
0.09,0.0
0.09,0.0
0.08,0.0
0.01,0.0
0.11,0.0
0.4,0.0
-0.16,0.0
0.15,0.0
0.12,0.0
0.39,0.0
-0.13,0.0
0.22,0.0
0.5,0.0
-0.24,0.0
0.57,0.0
0.05,0.0
0.22,0.0
0.06,0.0
0.26,0.0
-0.26,0.0
0.11,0.0
0.1,0.0
-0.12,0.0
0.51,0.0
-0.21,0.0
-0.19,0.0
0.24,0.0
0.25,0.0
0.7,0.0
-0.23,0.0
-1.78,0.0
-1.42,0.0
-1.35,0.0
0.12,0.0
-0.65,0.0
0.09,0.0
0.0,0.0
-0.02,0.0
0.48,0.0
0.15,0.0
0.11,0.0
0.25,0.0
0.35,0.0
-0.22,0.0
0.82,0.0
-0.28,0.0
0.24,0.0
0.2,0.0
0.36,0.0
0.1,0.0
0.26,0.0
0.42,0.0
0.35,0.0
0.24,0.0
0.71,0.0
-0.25,0.0
1.18,0.0
0.0,0.0
0.17,0.0
0.14,0.0
0.21,0.0
0.09,0.0
0.21,0.0
0.11,0.0
0.25,0.0
0.18,0.0
0.08,0.0
0.33,0.0
-0.01,0.0
0.23,0.0
0.08,0.0
0.17,0.0
0.18,0.0
0.11,0.0
0.21,0.0
0.23,0.0
0.29,0.0
0.25,0.0
0.34,0.0
0.13,0.0
0.18,0.0
0.3,0.0
0.3,0.0
0.33,0.0
0.04,0.0
0.35,0.0
0.34,0.0
0.07,0.0
0.21,0.0
0.13,0.0
0.18,0.0
0.14,0.0
0.16,0.0
0.27,0.0
0.28,0.0
0.07,0.0
0.05,0.0
0.28,0.0
0.14,0.0
0.31,0.0
0.32,0.0
0.26,0.0
0.17,0.0
0.1,0.0
1.04,0.0
-0.44,0.0
0.33,0.0
-0.15,0.0
0.02,0.0
0.06,0.0
0.35,0.0
0.09,0.0
0.15,0.0
0.34,0.0
0.21,0.0
1.27,0.0
-1.61,0.0
-1.88,0.0
-0.95,0.0
-0.78,0.0
-0.53,0.0
0.25,0.0
0.44,0.0
0.07,0.0
0.18,0.0
-0.23,0.0
0.62,0.0
0.16,0.0
0.21,0.0
0.22,0.0
0.21,0.0
0.2,0.0
0.42,0.0
0.21,0.0
-0.22,0.0
0.81,0.0
0.5,0.0
0.04,0.0
0.46,0.0
0.14,0.0
0.31,0.0
0.16,0.0
0.06,0.0
0.13,0.0
0.21,0.0
-0.11,0.0
0.07,0.0
0.65,0.0
0.32,0.0
-0.02,0.0
-0.11,0.0
0.05,0.0
0.09,0.0
0.04,0.0
0.19,0.0
-0.23,0.0
0.41,0.0
0.15,0.0
-0.06,0.0
0.22,0.0
0.22,0.0
0.21,0.0
0.34,0.0
0.04,0.0
0.18,0.0
0.16,0.0
0.14,0.0
0.15,0.0
0.01,0.0
0.47,0.0
-0.2,0.0
0.23,0.0
0.25,0.0
-0.03,0.0
0.19,0.0
0.66,0.0
-0.22,0.0
0.05,0.0
0.27,0.0
0.19,0.0
0.18,0.0
0.38,0.0
0.03,0.0
-0.09,0.0
0.23,0.0
0.31,0.0
0.01,0.0
0.74,0.0
-0.12,0.0
-0.06,0.0
0.23,0.0
-0.15,0.0
0.36,0.0
-0.24,0.0
0.44,0.0
-0.31,0.0
-0.11,0.0
0.02,0.0
0.37,0.0
0.58,0.0
0.49,0.0
-1.99,0.0
-1.96,0.0
-1.12,0.0
-0.49,0.0
-0.27,0.0
-0.15,0.0
0.07,0.0
0.42,0.0
-0.17,0.0
0.13,0.0
0.05,0.0
0.89,0.0
0.19,0.0
-0.33,0.0
0.34,0.0
0.36,0.0
-0.08,0.0
0.2,0.0
0.25,0.0
0.13,0.0
0.41,0.0
0.44,0.0
0.02,0.0
0.0,0.0
1.08,0.0
-0.17,0.0
0.29,0.0
0.37,0.0
0.1,0.0
0.06,0.0
0.05,0.0
0.32,0.0
-0.03,0.0
0.02,0.0
0.08,0.0
-0.06,0.0
0.13,0.0
0.33,0.0
0.01,0.0
0.1,0.0
0.19,0.0
-0.1,0.0
0.16,0.0
0.19,0.0
0.13,0.0
0.17,0.0
0.22,0.0
0.02,0.0
-0.01,0.0
0.04,0.0
0.6,0.0
-0.22,0.0
0.19,0.0
0.1,0.0
0.01,0.0
0.36,0.0
0.22,0.0
0.03,0.0
0.01,0.0
0.47,0.0
0.0,0.0
0.16,0.0
-0.02,0.0
0.08,0.0
0.18,0.0
0.07,0.0
0.38,0.0
0.19,0.0
0.12,0.0
0.12,0.0
0.4,0.0
-0.11,0.0
-0.05,0.0
-0.11,0.0
-0.08,0.0
-0.18,0.0
0.19,0.0
-0.04,0.0
0.04,0.0
-0.03,0.0
-0.13,1.0
1.12,1.0
1.29,1.0
0.91,1.0
-0.84,1.0
-0.75,1.0
-1.17,1.0
-0.64,1.0
-0.29,1.0
-0.05,1.0
-0.06,1.0
-0.1,1.0
-0.2,1.0
0.12,1.0
0.4,1.0
-0.22,1.0
-0.16,1.0
0.18,1.0
-0.2,1.0
-0.02,1.0
0.01,1.0
-0.03,1.0
-0.11,1.0
-0.1,1.0
-0.08,1.0
-0.12,1.0
-0.05,1.0
-0.25,1.0
-0.2,1.0
-0.29,1.0
-0.3,1.0
-0.35,1.0
-0.18,1.0
-0.37,1.0
-0.12,1.0
-0.28,1.0
-0.3,1.0
-0.06,1.0
0.05,1.0
-0.13,1.0
0.09,1.0
0.01,1.0
-0.02,1.0
0.19,1.0
0.09,1.0
-0.22,1.0
0.65,1.0
-0.33,1.0
0.15,1.0
0.05,1.0
-0.05,1.0
0.09,1.0
0.43,1.0
-0.4,1.0
0.19,1.0
-0.15,1.0
0.27,1.0
-0.14,1.0
-0.15,1.0
0.17,1.0
-0.07,1.0
0.09,1.0
0.09,1.0
-0.14,1.0
0.03,1.0
-0.2,1.0
0.47,1.0
-0.23,1.0
0.19,1.0
-0.07,1.0
0.24,1.0
0.24,1.0
-0.11,1.0
0.19,1.0
0.23,1.0
0.0,0.0
-0.18,0.0
0.03,0.0
-0.11,0.0
-0.14,0.0
0.18,0.0
-0.39,0.0
0.23,0.0
-0.2,0.0
0.1,0.0
-0.01,0.0
0.11,0.0
1.07,0.0
-1.04,0.0
-2.0,0.0
-1.68,0.0
-1.14,0.0
-0.53,0.0
-0.22,0.0
0.02,0.0
0.22,0.0
-0.4,0.0
0.18,0.0
-0.24,0.0
0.07,0.0
0.11,0.0
0.17,0.0
-0.11,0.0
-0.07,0.0
0.05,0.0
0.13,0.0
-0.1,0.0
0.28,0.0
0.12,0.0
-0.17,0.0
0.06,0.0
0.31,0.0
0.08,0.0
-0.1,0.0
0.13,0.0
0.01,0.0
0.04,0.0
0.31,0.0
-0.13,0.0
0.02,0.0
-0.12,0.0
0.15,0.0
-0.16,0.0
-0.12,0.0
-0.03,0.0
0.42,0.0
-0.2,0.0
0.06,0.0
-0.04,0.0
0.06,0.0
0.26,0.0
-0.13,0.0
0.05,0.0
-0.15,0.0
-0.02,0.0
0.27,0.0
-0.16,0.0
-0.21,0.0
0.11,0.0
0.02,0.0
0.08,0.0
0.04,0.0
0.01,0.0
0.09,0.0
-0.1,0.0
-0.06,0.0
0.13,0.0
0.08,0.0
-0.12,0.0
0.19,0.0
-0.06,0.0
0.01,0.0
-0.15,0.0
0.42,0.0
-0.12,0.0
0.1,0.0
0.3,0.0
0.07,0.0
0.13,0.0
-0.04,0.0
-0.1,0.0
0.31,0.0
-0.33,0.0
-0.09,0.0
0.18,0.0
-0.07,0.0
0.75,0.0
0.76,0.0
1.43,1.0
2.02,1.0
2.18,1.0
1.28,1.0
0.16,1.0
-0.83,1.0
-0.64,1.0
-0.32,1.0
0.4,1.0
-0.83,1.0
-0.01,1.0
-0.03,1.0
-0.35,1.0
-0.25,1.0
-0.11,1.0
-0.42,1.0
0.04,1.0
-0.54,1.0
0.03,1.0
-0.43,1.0
-0.11,1.0
-0.72,1.0
-0.05,1.0
-0.65,1.0
-0.34,1.0
-0.51,1.0
-0.69,1.0
-0.69,1.0
-0.77,1.0
-0.46,1.0
-0.72,1.0
-0.56,1.0
-0.73,1.0
-0.42,1.0
-0.22,1.0
-0.32,1.0
-0.25,1.0
0.0,1.0
0.22,1.0
-0.14,1.0
0.05,1.0
-0.03,1.0
-0.08,1.0
0.26,1.0
0.08,1.0
-0.08,1.0
-0.08,1.0
0.14,1.0
0.0,1.0
0.13,1.0
0.11,1.0
-0.1,1.0
0.09,1.0
-0.1,1.0
0.11,1.0
-0.05,1.0
-0.1,1.0
0.42,1.0
-0.36,1.0
0.24,1.0
-0.01,1.0
-0.03,1.0
0.06,1.0
0.08,1.0
-0.06,1.0
-0.1,1.0
-0.04,1.0
0.01,1.0
-0.07,1.0
0.07,1.0
0.21,1.0
0.0,1.0
0.04,1.0
-0.14,1.0
-0.05,1.0
-0.2,0.0
-0.09,0.0
-0.21,0.0
-0.26,0.0
0.04,0.0
-0.15,0.0
-0.29,0.0
-0.1,0.0
-0.08,0.0
0.0,0.0
0.51,0.0
0.53,0.0
-1.76,0.0
-2.22,0.0
-1.79,0.0
-1.26,0.0
-0.61,0.0
-0.15,0.0
-0.08,0.0
-0.11,0.0
0.07,0.0
-0.08,0.0
0.03,0.0
0.04,0.0
0.04,0.0
0.03,0.0
0.06,0.0
0.1,0.0
0.05,0.0
0.16,0.0
-0.01,0.0
0.19,0.0
0.08,0.0
0.18,0.0
0.17,0.0
0.14,0.0
0.24,0.0
0.24,0.0
0.2,0.0
0.21,0.0
0.2,0.0
0.15,0.0
0.13,0.0
0.09,0.0
0.03,0.0
0.0,0.0
-0.05,0.0
-0.03,0.0
-0.01,0.0
-0.05,0.0
-0.02,0.0
-0.04,0.0
0.01,0.0
-0.05,0.0
-0.03,0.0
-0.04,0.0
-0.03,0.0
-0.03,0.0
-0.04,0.0
-0.1,0.0
-0.1,0.0
-0.03,0.0
-0.09,0.0
-0.04,0.0
-0.02,0.0
0.05,0.0
-0.15,0.0
-0.05,0.0
-0.03,0.0
0.05,0.0
-0.11,0.0
-0.01,0.0
-0.03,0.0
-0.05,0.0
-0.06,0.0
0.02,0.0
-0.02,0.0
-0.01,0.0
0.14,0.0
0.07,0.0
0.16,0.0
-0.1,0.0
-0.04,0.0
-0.12,0.0
-0.13,0.0
-0.16,0.0
-0.19,0.0
-0.12,0.0
-0.13,0.0
-0.14,0.0
-0.14,0.0
-0.16,0.0
-0.1,0.0
0.29,0.0
0.43,0.0
-0.91,0.0
-2.15,0.0
-2.12,0.0
-1.31,0.0
-0.6,0.0
-0.39,0.0
-0.08,0.0
-0.15,0.0
-0.07,0.0
-0.05,0.0
-0.06,0.0
-0.02,0.0
0.0,0.0
-0.05,0.0
0.0,0.0
0.03,0.0
-0.01,0.0
0.02,0.0
0.02,0.0
0.05,0.0
0.02,0.0
0.06,0.0
0.0,0.0
0.16,0.0
0.12,0.0
0.05,0.0
0.13,0.0
0.04,0.0
0.05,0.0
0.02,0.0
0.02,0.0
-0.06,0.0
-0.01,0.0
-0.09,0.0
-0.06,0.0
-0.08,0.0
-0.09,0.0
-0.03,0.0
-0.14,0.0
0.19,0.0
-0.12,0.0
-0.06,0.0
-0.02,0.0
-0.09,0.0
-0.03,0.0
-0.05,0.0
-0.03,0.0
-0.01,0.0
-0.03,0.0
0.0,0.0
0.02,0.0
-0.04,0.0
0.02,0.0
0.02,0.0
0.0,0.0
0.07,0.0
-0.02,0.0
0.11,0.0
-0.04,0.0
0.0,0.0
0.03,0.0
-0.04,0.0
-0.03,0.0
-0.02,0.0
-0.05,0.0
-0.04,0.0
-0.02,0.0
-0.01,0.0
0.04,0.0
-0.06,0.0
-0.06,0.0
0.11,0.0
0.3,0.0
0.19,0.0
0.26,0.0
0.05,0.0
-0.61,0.0
-0.77,0.0
0.08,0.0
0.71,1.0
1.42,1.0
1.76,1.0
2.43,1.0
2.11,1.0
2.74,1.0
1.68,1.0
0.84,1.0
0.03,1.0
-0.08,1.0
-0.17,1.0
-0.26,1.0
-0.35,1.0
-0.33,1.0
-0.41,1.0
-0.44,1.0
-0.47,1.0
-0.49,1.0
-0.57,1.0
-0.58,1.0
-0.63,1.0
-0.7,1.0
-0.77,1.0
-0.85,1.0
-0.94,1.0
-1.03,1.0
-1.09,1.0
-1.14,1.0
-1.2,1.0
-1.21,1.0
-1.19,1.0
-1.1,1.0
-0.98,1.0
-0.91,1.0
-0.75,1.0
-0.63,1.0
-0.53,1.0
-0.37,1.0
-0.26,1.0
-0.17,1.0
-0.11,1.0
-0.06,1.0
-0.07,1.0
-0.04,1.0
-0.06,1.0
-0.05,1.0
-0.04,1.0
-0.07,1.0
-0.02,1.0
-0.03,1.0
-0.04,1.0
-0.04,1.0
-0.01,1.0
-0.03,1.0
-0.04,1.0
-0.04,1.0
-0.03,1.0
-0.05,1.0
-0.06,1.0
-0.05,1.0
-0.04,1.0
-0.06,1.0
-0.08,1.0
-0.04,1.0
-0.08,1.0
-0.08,1.0
-0.08,1.0
-0.07,1.0
-0.09,1.0
-0.1,1.0
-0.09,1.0
-0.09,1.0
-0.09,1.0
-0.1,1.0
-0.1,1.0
-0.05,0.0
-0.02,0.0
-0.05,0.0
-0.02,0.0
0.08,0.0
0.03,0.0
-0.02,0.0
-0.05,0.0
-0.11,0.0
-0.13,0.0
-0.18,0.0
-0.15,0.0
-0.19,0.0
-0.16,0.0
-0.19,0.0
-0.18,0.0
-0.19,0.0
-0.17,0.0
0.11,0.0
0.43,0.0
0.04,0.0
-1.5,0.0
-1.44,0.0
-1.18,0.0
-0.76,0.0
-0.54,0.0
-0.15,0.0
-0.16,0.0
-0.11,0.0
-0.1,0.0
-0.06,0.0
-0.07,0.0
-0.05,0.0
-0.06,0.0
-0.03,0.0
-0.02,0.0
-0.03,0.0
-0.01,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.07,0.0
0.06,0.0
0.09,0.0
0.1,0.0
0.13,0.0
0.14,0.0
0.17,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.17,0.0
0.17,0.0
0.14,0.0
0.07,0.0
0.04,0.0
0.02,0.0
-0.01,0.0
-0.01,0.0
-0.04,0.0
-0.03,0.0
-0.04,0.0
-0.04,0.0
-0.03,0.0
-0.03,0.0
-0.02,0.0
-0.03,0.0
-0.04,0.0
-0.02,0.0
-0.01,0.0
-0.03,0.0
-0.01,0.0
-0.01,0.0
-0.03,0.0
-0.01,0.0
-0.03,0.0
0.0,0.0
-0.05,0.0
-0.01,0.0
-0.04,0.0
-0.03,0.0
-0.05,0.0
-0.05,0.0
-0.07,0.0
-0.02,0.0
-0.02,0.0
-0.06,0.0
0.06,0.0
0.0,0.0
0.08,0.0
0.05,0.0
-0.01,0.0
-0.05,0.0
-0.12,0.0
-0.17,0.0
-0.16,0.0
-0.16,0.0
-0.17,0.0
-0.18,0.0
-0.16,0.0
-0.18,0.0
-0.16,0.0
-0.08,0.0
0.25,0.0
0.5,0.0
-0.8,0.0
-2.03,0.0
-1.86,0.0
-1.39,0.0
-0.7,0.0
-0.33,0.0
-0.09,0.0
-0.11,0.0
-0.03,0.0
-0.03,0.0
-0.02,0.0
0.01,0.0
0.03,0.0
0.02,0.0
0.05,0.0
0.06,0.0
0.09,0.0
0.09,0.0
0.12,0.0
0.14,0.0
0.18,0.0
0.2,0.0
0.21,0.0
0.24,0.0
0.28,0.0
0.3,0.0
0.3,0.0
0.31,0.0
0.3,0.0
0.28,0.0
0.26,0.0
0.23,0.0
0.15,0.0
0.13,0.0
0.07,0.0
0.05,0.0
0.04,0.0
0.03,0.0
0.03,0.0
0.02,0.0
0.01,0.0
0.04,0.0
0.03,0.0
0.04,0.0
0.03,0.0
0.03,0.0
0.03,0.0
0.04,0.0
0.04,0.0
0.04,0.0
0.03,0.0
0.05,0.0
0.02,0.0
0.05,0.0
0.08,0.0
0.04,0.0
0.05,0.0
0.07,0.0
0.05,0.0
0.04,0.0
0.04,0.0
0.04,0.0
0.03,0.0
0.01,0.0
0.02,0.0
0.04,0.0
0.05,0.0
0.03,0.0
0.06,0.0
0.04,0.0
0.37,0.0
0.24,0.0
0.4,0.0
0.31,0.0
0.06,0.0
-0.54,0.0
-0.29,0.0
0.85,0.0
1.21,1.0
1.61,1.0
2.38,1.0
2.23,1.0
2.45,1.0
2.48,1.0
1.16,1.0
0.19,1.0
-0.01,1.0
-0.15,1.0
-0.2,1.0
-0.25,1.0
-0.3,1.0
-0.35,1.0
-0.4,1.0
-0.42,1.0
-0.46,1.0
-0.48,1.0
-0.53,1.0
-0.59,1.0
-0.65,1.0
-0.72,1.0
-0.8,1.0
-0.9,1.0
-0.99,1.0
-1.07,1.0
-1.16,1.0
-1.21,1.0
-1.24,1.0
-1.2,1.0
-1.14,1.0
-1.03,1.0
-0.91,1.0
-0.76,1.0
-0.6,1.0
-0.46,1.0
-0.31,1.0
-0.19,1.0
-0.1,1.0
-0.04,1.0
0.01,1.0
0.01,1.0
0.02,1.0
0.04,1.0
0.04,1.0
0.03,1.0
0.03,1.0
0.02,1.0
0.02,1.0
0.04,1.0
0.02,1.0
0.04,1.0
0.05,1.0
0.04,1.0
0.02,1.0
0.02,1.0
0.0,1.0
0.01,1.0
-0.03,1.0
-0.02,1.0
-0.04,1.0
-0.04,1.0
-0.04,1.0
-0.04,1.0
-0.05,1.0
-0.06,1.0
-0.05,1.0
-0.06,1.0
-0.07,1.0
-0.07,1.0
-0.07,1.0
-0.07,1.0
-0.07,1.0
-0.06,1.0
-0.07,1.0
0.0,0.0
-0.02,0.0
0.07,0.0
0.02,0.0
0.1,0.0
0.08,0.0
0.01,0.0
-0.03,0.0
-0.12,0.0
-0.13,0.0
-0.12,0.0
-0.15,0.0
-0.09,0.0
-0.14,0.0
-0.16,0.0
-0.13,0.0
-0.12,0.0
0.22,0.0
0.38,0.0
0.45,0.0
-1.7,0.0
-1.83,0.0
-1.21,0.0
-0.87,0.0
-0.43,0.0
-0.1,0.0
-0.1,0.0
-0.04,0.0
-0.04,0.0
-0.02,0.0
0.0,0.0
-0.02,0.0
0.02,0.0
0.01,0.0
0.03,0.0
0.05,0.0
0.06,0.0
0.08,0.0
0.07,0.0
0.11,0.0
0.09,0.0
0.09,0.0
0.09,0.0
0.11,0.0
0.11,0.0
0.13,0.0
0.14,0.0
0.13,0.0
0.1,0.0
0.14,0.0
0.11,0.0
0.13,0.0
0.07,0.0
0.05,0.0
0.07,0.0
0.03,0.0
0.0,0.0
0.0,0.0
0.01,0.0
0.03,0.0
0.02,0.0
0.02,0.0
0.01,0.0
0.02,0.0
0.01,0.0
0.03,0.0
0.01,0.0
0.03,0.0
0.01,0.0
0.04,0.0
